State,District,Caste_Category,Religion,Literacy_Rate,Avg_Income_INR,Gender_Ratio,Occupation,Population
Tamil Nadu,Madurai,OBC,Hindu,59.77,31139,0.78,Business,12788
Tamil Nadu,Chennai,ST,Hindu,63.99,44707,0.9,Service,5491
Uttar Pradesh,Kanpur,General,Hindu,85.74,26613,0.8,Business,12797
Uttar Pradesh,Kanpur,General,Hindu,72.24,60706,1.12,Service,13210
Uttar Pradesh,Varanasi,General,Muslim,65.41,61180,0.95,Unemployed,1638
Rajasthan,Ajmer,OBC,Muslim,68.27,48254,1.02,Daily Wage,9386
Uttar Pradesh,Kanpur,General,Hindu,54.24,67148,1.09,Service,5705
Tamil Nadu,Chennai,ST,Hindu,53.74,40937,1.0,Unemployed,1245
Rajasthan,Jaipur,General,Hindu,72.61,36745,0.88,Service,10799
Uttar Pradesh,Kanpur,SC,Hindu,59.74,52590,1.0,Service,9111
Uttar Pradesh,Kanpur,General,Hindu,66.29,56575,0.7,Agriculture,3016
Maharashtra,Mumbai,ST,Hindu,71.49,10000,0.91,Unemployed,4256
Bihar,Gaya,General,Hindu,58.8,25579,1.07,Business,7096
Rajasthan,Udaipur,SC,Muslim,55.32,40197,0.95,Business,4011
Uttar Pradesh,Kanpur,OBC,Muslim,74.77,36152,0.82,Business,3849
Rajasthan,Udaipur,SC,Hindu,69.96,27593,0.79,Agriculture,1585
Rajasthan,Udaipur,OBC,Hindu,65.72,57511,1.04,Agriculture,3050
Bihar,Patna,OBC,Sikh,66.51,29761,0.92,Agriculture,11967
Maharashtra,Mumbai,General,Hindu,90.77,50729,0.99,Unemployed,2218
Rajasthan,Jaipur,ST,Hindu,70.3,38581,0.92,Agriculture,11762
Uttar Pradesh,Varanasi,SC,Hindu,58.04,33925,0.95,Unemployed,11254
Tamil Nadu,Madurai,OBC,Hindu,77.28,35779,1.02,Service,10236
Maharashtra,Nagpur,SC,Hindu,59.19,36179,0.75,Unemployed,14048
Bihar,Bhagalpur,SC,Hindu,69.16,40197,1.05,Service,6120
Rajasthan,Ajmer,OBC,Hindu,41.04,66325,0.94,Service,3822
Tamil Nadu,Chennai,ST,Hindu,71.08,19401,1.01,Daily Wage,9133
Rajasthan,Udaipur,ST,Hindu,49.47,25643,1.14,Daily Wage,13860
Tamil Nadu,Chennai,OBC,Hindu,68.09,38261,1.04,Daily Wage,3251
Tamil Nadu,Chennai,General,Hindu,74.96,47256,0.99,Business,8150
Maharashtra,Pune,OBC,Hindu,94.03,34135,0.97,Service,10044
Rajasthan,Ajmer,General,Christian,80.51,61582,1.07,Unemployed,13993
Uttar Pradesh,Lucknow,General,Muslim,76.39,27854,1.11,Agriculture,8263
Bihar,Bhagalpur,General,Hindu,58.54,49539,0.87,Unemployed,10392
Tamil Nadu,Chennai,SC,Christian,59.36,39931,0.98,Unemployed,12065
Maharashtra,Mumbai,SC,Muslim,64.22,59205,1.0,Agriculture,1718
Tamil Nadu,Chennai,SC,Muslim,57.56,49461,1.07,Agriculture,844
Maharashtra,Pune,SC,Hindu,47.72,43961,1.02,Agriculture,6526
Maharashtra,Pune,General,Hindu,67.02,65635,0.93,Daily Wage,11401
Bihar,Gaya,General,Muslim,71.26,42403,0.95,Daily Wage,3850
Bihar,Bhagalpur,OBC,Hindu,59.04,13399,1.11,Business,6529
Uttar Pradesh,Varanasi,SC,Hindu,51.53,20129,0.73,Service,14650
Rajasthan,Jaipur,General,Hindu,63.61,25153,1.11,Unemployed,10757
Rajasthan,Ajmer,General,Hindu,80.1,34677,1.18,Daily Wage,2405
Rajasthan,Udaipur,OBC,Hindu,79.82,30127,0.7,Service,7771
Maharashtra,Pune,OBC,Christian,92.91,14156,0.79,Business,8403
Uttar Pradesh,Varanasi,OBC,Sikh,80.23,71596,1.09,Agriculture,3858
Maharashtra,Mumbai,ST,Hindu,65.64,43921,1.04,Service,11101
Uttar Pradesh,Lucknow,ST,Muslim,67.59,39217,0.96,Unemployed,6503
Uttar Pradesh,Varanasi,General,Hindu,69.37,33690,0.92,Unemployed,1972
Uttar Pradesh,Lucknow,General,Hindu,53.07,43524,0.85,Unemployed,13627
Rajasthan,Udaipur,General,Hindu,58.96,47698,1.09,Daily Wage,8355
Bihar,Bhagalpur,General,Hindu,79.18,21442,0.85,Business,3745
Uttar Pradesh,Varanasi,OBC,Muslim,79.41,20262,0.93,Business,1471
Tamil Nadu,Coimbatore,OBC,Muslim,75.5,20474,0.96,Unemployed,2049
Tamil Nadu,Coimbatore,General,Hindu,56.66,35979,0.98,Unemployed,10023
Rajasthan,Ajmer,General,Hindu,54.07,51607,0.95,Business,7603
Uttar Pradesh,Varanasi,OBC,Hindu,75.52,38358,1.09,Service,5375
Uttar Pradesh,Varanasi,ST,Christian,61.25,28558,0.96,Unemployed,1247
Bihar,Bhagalpur,OBC,Hindu,75.43,35732,0.95,Agriculture,12728
Maharashtra,Mumbai,SC,Hindu,52.98,25056,0.81,Service,5540
Maharashtra,Pune,OBC,Hindu,87.5,16342,0.88,Business,9597
Uttar Pradesh,Kanpur,ST,Muslim,52.82,48423,0.92,Agriculture,11399
Bihar,Gaya,OBC,Hindu,82.48,24897,0.98,Agriculture,566
Tamil Nadu,Coimbatore,ST,Muslim,51.65,67177,0.83,Agriculture,11420
Bihar,Patna,General,Hindu,73.1,54506,0.99,Daily Wage,4277
Rajasthan,Udaipur,OBC,Hindu,68.15,33052,0.95,Service,5860
Bihar,Patna,OBC,Hindu,68.53,49458,1.17,Agriculture,2460
Rajasthan,Jaipur,OBC,Hindu,64.43,14452,0.94,Daily Wage,4242
Uttar Pradesh,Lucknow,General,Christian,95.8,32944,1.11,Unemployed,5130
Uttar Pradesh,Kanpur,OBC,Sikh,86.78,26696,1.01,Agriculture,11111
Tamil Nadu,Madurai,SC,Hindu,76.28,29313,0.93,Unemployed,1506
Tamil Nadu,Madurai,OBC,Christian,64.18,19778,0.89,Daily Wage,1787
Uttar Pradesh,Lucknow,ST,Hindu,47.76,35511,0.87,Daily Wage,9080
Bihar,Bhagalpur,OBC,Hindu,72.34,11661,0.98,Service,8227
Maharashtra,Pune,OBC,Hindu,78.34,10000,0.99,Business,4216
Maharashtra,Pune,General,Hindu,82.28,26855,1.12,Business,1378
Rajasthan,Udaipur,SC,Hindu,64.19,24424,0.94,Business,4552
Maharashtra,Mumbai,SC,Hindu,65.58,36140,1.0,Agriculture,721
Uttar Pradesh,Varanasi,OBC,Sikh,60.79,37540,0.81,Service,12617
Rajasthan,Ajmer,ST,Hindu,58.89,21441,0.88,Agriculture,8067
Maharashtra,Mumbai,OBC,Hindu,82.36,51369,1.01,Unemployed,6115
Rajasthan,Jaipur,SC,Christian,49.08,30253,1.07,Unemployed,1280
Bihar,Gaya,SC,Hindu,61.42,69789,0.99,Business,6828
Uttar Pradesh,Kanpur,ST,Hindu,61.92,30363,0.96,Unemployed,10009
Maharashtra,Pune,SC,Hindu,58.48,45621,1.05,Business,11800
Rajasthan,Jaipur,OBC,Christian,62.14,15031,0.77,Service,700
Tamil Nadu,Coimbatore,General,Muslim,75.08,28449,0.73,Business,11105
Maharashtra,Mumbai,OBC,Hindu,73.89,72394,0.95,Agriculture,2391
Uttar Pradesh,Varanasi,OBC,Hindu,78.38,36227,0.94,Unemployed,11228
Maharashtra,Mumbai,OBC,Muslim,79.19,30645,0.98,Unemployed,14824
Uttar Pradesh,Varanasi,SC,Hindu,63.22,24978,1.05,Unemployed,2878
Rajasthan,Jaipur,ST,Christian,58.25,23663,1.0,Agriculture,6036
Uttar Pradesh,Varanasi,OBC,Muslim,61.02,35422,0.95,Unemployed,5853
Tamil Nadu,Madurai,General,Christian,80.86,52120,0.95,Agriculture,14888
Rajasthan,Jaipur,OBC,Hindu,78.18,55853,1.01,Business,11767
Uttar Pradesh,Varanasi,General,Hindu,70.1,25322,0.84,Business,3632
Bihar,Gaya,SC,Christian,56.95,25857,0.93,Agriculture,12150
Bihar,Gaya,General,Hindu,70.57,52945,0.94,Service,12987
Maharashtra,Mumbai,General,Hindu,74.87,45967,0.75,Daily Wage,4127
Rajasthan,Udaipur,SC,Hindu,50.61,32838,0.83,Unemployed,14439
Uttar Pradesh,Kanpur,SC,Sikh,66.0,57961,1.07,Agriculture,12023
Uttar Pradesh,Lucknow,General,Hindu,67.87,67360,0.96,Service,14425
Tamil Nadu,Chennai,OBC,Muslim,66.63,25798,0.92,Daily Wage,1309
Uttar Pradesh,Kanpur,OBC,Hindu,66.12,37556,0.97,Business,11191
Rajasthan,Ajmer,SC,Hindu,60.03,41554,1.07,Daily Wage,11302
Uttar Pradesh,Varanasi,General,Hindu,79.5,22726,0.7,Agriculture,11253
Maharashtra,Nagpur,General,Hindu,79.34,24496,0.93,Business,1494
Rajasthan,Ajmer,SC,Hindu,48.3,10000,1.0,Agriculture,5422
Uttar Pradesh,Lucknow,OBC,Hindu,77.59,26352,0.7,Daily Wage,9027
Bihar,Gaya,OBC,Hindu,64.54,40877,0.8,Service,14059
Tamil Nadu,Chennai,OBC,Christian,71.83,34770,1.01,Agriculture,891
Maharashtra,Mumbai,OBC,Hindu,71.2,20403,1.07,Service,1523
Maharashtra,Nagpur,ST,Christian,58.41,34590,0.86,Business,4043
Tamil Nadu,Coimbatore,General,Hindu,65.57,31727,0.93,Service,8955
Uttar Pradesh,Lucknow,OBC,Hindu,87.12,14421,0.79,Agriculture,7910
Uttar Pradesh,Varanasi,OBC,Hindu,84.71,31860,0.88,Service,4684
Rajasthan,Jaipur,OBC,Hindu,80.4,25915,1.13,Unemployed,5654
Bihar,Gaya,OBC,Hindu,76.78,27681,1.17,Unemployed,13956
Bihar,Bhagalpur,General,Hindu,63.94,56131,0.98,Unemployed,9008
Rajasthan,Jaipur,OBC,Hindu,83.02,58422,0.95,Unemployed,11485
Uttar Pradesh,Lucknow,OBC,Christian,62.47,41899,0.88,Service,6171
Tamil Nadu,Madurai,SC,Hindu,80.13,37048,0.91,Business,6332
Maharashtra,Nagpur,SC,Hindu,61.85,14793,0.85,Business,2791
Tamil Nadu,Coimbatore,OBC,Hindu,82.0,25146,0.85,Agriculture,5562
Uttar Pradesh,Kanpur,General,Christian,75.37,62785,1.02,Business,1917
Tamil Nadu,Chennai,OBC,Hindu,79.96,23648,0.81,Daily Wage,6959
Maharashtra,Mumbai,OBC,Christian,85.01,30159,0.92,Daily Wage,3074
Bihar,Gaya,SC,Hindu,73.28,43343,1.0,Business,3463
Maharashtra,Mumbai,OBC,Muslim,91.65,25347,1.04,Unemployed,3304
Maharashtra,Pune,General,Hindu,70.57,49028,1.1,Unemployed,10738
Bihar,Patna,SC,Hindu,65.08,43074,1.06,Business,8187
Rajasthan,Ajmer,General,Hindu,66.35,32411,0.85,Agriculture,9311
Tamil Nadu,Chennai,OBC,Hindu,50.34,65843,0.84,Service,14559
Uttar Pradesh,Varanasi,General,Hindu,67.79,40847,0.98,Agriculture,12684
Bihar,Patna,OBC,Muslim,78.16,47907,0.89,Business,12647
Rajasthan,Ajmer,SC,Hindu,58.33,39238,0.93,Unemployed,2089
Maharashtra,Mumbai,General,Christian,86.07,52364,1.02,Daily Wage,14578
Rajasthan,Jaipur,OBC,Hindu,76.63,52602,0.97,Service,2616
Bihar,Patna,General,Hindu,57.03,50995,0.88,Daily Wage,2563
Bihar,Patna,OBC,Hindu,64.71,43795,1.07,Service,2195
Tamil Nadu,Madurai,SC,Hindu,60.21,39632,1.12,Business,1057
Bihar,Gaya,General,Muslim,72.41,84025,1.01,Daily Wage,10106
Maharashtra,Mumbai,OBC,Hindu,52.39,46300,0.99,Daily Wage,4951
Rajasthan,Ajmer,General,Muslim,82.9,55097,0.94,Agriculture,9285
Bihar,Patna,OBC,Hindu,57.76,31864,0.86,Agriculture,4720
Uttar Pradesh,Varanasi,SC,Hindu,54.19,43828,1.12,Daily Wage,9012
Uttar Pradesh,Kanpur,ST,Hindu,63.95,17061,0.99,Business,2839
Bihar,Patna,General,Hindu,81.97,35853,0.94,Daily Wage,6931
Tamil Nadu,Madurai,General,Muslim,70.15,33226,1.01,Agriculture,9839
Bihar,Patna,SC,Muslim,58.79,41292,0.86,Unemployed,8030
Tamil Nadu,Coimbatore,OBC,Muslim,65.63,45835,0.91,Unemployed,11552
Bihar,Gaya,ST,Hindu,77.27,29005,0.97,Service,3178
Bihar,Patna,ST,Sikh,69.33,13724,0.77,Daily Wage,9790
Bihar,Patna,OBC,Muslim,54.74,53938,0.89,Unemployed,11830
Maharashtra,Nagpur,OBC,Muslim,95.58,26536,0.97,Daily Wage,9636
Maharashtra,Mumbai,OBC,Hindu,85.42,65091,1.16,Service,10446
Bihar,Bhagalpur,OBC,Hindu,82.08,50360,1.01,Agriculture,2837
Bihar,Patna,General,Muslim,77.78,36732,0.87,Daily Wage,3266
Tamil Nadu,Madurai,General,Hindu,69.97,42447,0.9,Business,11213
Uttar Pradesh,Kanpur,OBC,Hindu,76.96,49329,0.96,Unemployed,760
Bihar,Gaya,OBC,Sikh,84.78,17874,0.93,Agriculture,13122
Tamil Nadu,Coimbatore,General,Hindu,62.83,17001,0.94,Unemployed,12702
Bihar,Gaya,OBC,Hindu,68.78,57701,1.01,Service,1318
Tamil Nadu,Chennai,SC,Hindu,49.76,62811,1.07,Agriculture,8598
Uttar Pradesh,Varanasi,OBC,Hindu,75.82,31602,0.85,Daily Wage,14990
Maharashtra,Pune,SC,Hindu,56.28,51331,1.14,Business,4443
Tamil Nadu,Coimbatore,ST,Hindu,75.43,27667,0.84,Unemployed,7178
Rajasthan,Ajmer,OBC,Hindu,71.41,10000,0.98,Business,11645
Tamil Nadu,Coimbatore,SC,Hindu,58.52,28009,0.79,Unemployed,3366
Bihar,Bhagalpur,SC,Muslim,65.14,27009,0.83,Unemployed,10912
Rajasthan,Jaipur,OBC,Hindu,41.28,34587,1.13,Daily Wage,14765
Bihar,Patna,General,Hindu,86.61,38143,0.89,Daily Wage,2864
Rajasthan,Ajmer,SC,Hindu,64.69,20024,0.98,Daily Wage,8547
Maharashtra,Nagpur,OBC,Hindu,77.66,53403,0.94,Business,10734
Uttar Pradesh,Lucknow,OBC,Hindu,67.96,21830,0.87,Daily Wage,13571
Uttar Pradesh,Kanpur,General,Hindu,67.74,50510,1.04,Unemployed,7328
Maharashtra,Nagpur,General,Hindu,61.97,67390,0.92,Agriculture,6621
Maharashtra,Pune,OBC,Christian,69.79,23791,0.71,Business,12626
Rajasthan,Ajmer,General,Christian,78.84,56052,0.92,Agriculture,4959
Bihar,Gaya,OBC,Hindu,70.67,42739,0.79,Business,9486
Rajasthan,Jaipur,General,Hindu,64.71,56913,0.82,Daily Wage,10805
Tamil Nadu,Coimbatore,General,Muslim,72.94,24651,1.0,Agriculture,1155
Uttar Pradesh,Varanasi,SC,Hindu,59.64,10773,1.07,Agriculture,7077
Uttar Pradesh,Kanpur,General,Hindu,62.65,32846,0.97,Service,6800
Maharashtra,Mumbai,SC,Muslim,71.49,19762,0.96,Business,9962
Tamil Nadu,Madurai,OBC,Hindu,74.29,45396,0.97,Daily Wage,10108
Tamil Nadu,Chennai,SC,Hindu,56.33,22586,0.96,Daily Wage,2020
Maharashtra,Mumbai,OBC,Hindu,59.28,10000,0.99,Agriculture,8593
Bihar,Bhagalpur,OBC,Muslim,79.04,10000,0.85,Daily Wage,11861
Rajasthan,Udaipur,OBC,Hindu,76.19,65862,0.95,Daily Wage,7625
Uttar Pradesh,Lucknow,SC,Hindu,52.72,32256,1.09,Daily Wage,2905
Bihar,Bhagalpur,General,Hindu,63.54,33012,0.9,Business,10806
Bihar,Bhagalpur,OBC,Hindu,60.47,36840,1.11,Business,1682
Tamil Nadu,Madurai,OBC,Sikh,73.23,31214,0.92,Unemployed,10512
Maharashtra,Nagpur,OBC,Hindu,54.37,48246,0.94,Service,1064
Tamil Nadu,Madurai,OBC,Hindu,68.2,82896,0.98,Agriculture,13176
Tamil Nadu,Madurai,OBC,Sikh,62.48,28604,1.06,Daily Wage,10849
Bihar,Gaya,General,Hindu,71.13,23425,1.04,Daily Wage,3805
Uttar Pradesh,Kanpur,SC,Hindu,53.32,63099,1.06,Business,8883
Maharashtra,Nagpur,General,Hindu,65.53,64215,0.96,Service,14000
Uttar Pradesh,Varanasi,SC,Christian,68.53,42270,0.87,Business,11543
Uttar Pradesh,Lucknow,ST,Christian,53.56,50449,0.92,Daily Wage,3432
Rajasthan,Ajmer,SC,Hindu,55.96,20673,0.99,Business,2077
Maharashtra,Nagpur,OBC,Christian,90.63,18987,0.95,Agriculture,3700
Uttar Pradesh,Lucknow,OBC,Hindu,84.12,33805,1.0,Agriculture,8802
Maharashtra,Pune,ST,Hindu,49.38,41424,0.93,Business,7851
Maharashtra,Mumbai,General,Hindu,79.86,62810,1.2,Agriculture,2367
Uttar Pradesh,Kanpur,OBC,Hindu,75.8,39886,0.97,Business,8165
Uttar Pradesh,Lucknow,General,Hindu,66.47,50077,0.92,Business,6309
Rajasthan,Ajmer,OBC,Hindu,71.68,54763,0.85,Daily Wage,4442
Tamil Nadu,Madurai,OBC,Hindu,81.4,54756,0.94,Business,9277
Maharashtra,Nagpur,OBC,Hindu,48.78,25882,1.08,Unemployed,3048
Uttar Pradesh,Kanpur,General,Hindu,69.77,30010,0.9,Agriculture,9099
Uttar Pradesh,Kanpur,SC,Hindu,68.41,43201,0.93,Daily Wage,1522
Bihar,Patna,OBC,Muslim,66.33,29123,0.86,Business,1907
Uttar Pradesh,Kanpur,OBC,Hindu,86.15,30165,1.07,Unemployed,9250
Maharashtra,Mumbai,OBC,Christian,85.21,49974,0.91,Service,3761
Maharashtra,Nagpur,ST,Hindu,64.04,34637,0.86,Business,8639
Rajasthan,Ajmer,General,Hindu,73.24,27314,1.07,Agriculture,3210
Maharashtra,Mumbai,SC,Hindu,55.35,38017,0.98,Daily Wage,945
Uttar Pradesh,Varanasi,General,Hindu,67.41,53800,0.9,Unemployed,7279
Maharashtra,Pune,OBC,Christian,78.71,14810,0.96,Unemployed,12710
Uttar Pradesh,Lucknow,General,Hindu,89.39,29995,0.88,Unemployed,14488
Rajasthan,Jaipur,SC,Muslim,65.14,37693,0.99,Unemployed,9054
Bihar,Gaya,OBC,Hindu,74.89,44520,1.06,Daily Wage,9023
Uttar Pradesh,Lucknow,OBC,Christian,74.1,31381,1.02,Business,9856
Uttar Pradesh,Lucknow,SC,Muslim,79.0,33010,0.85,Service,8521
Tamil Nadu,Coimbatore,SC,Hindu,71.07,33194,0.73,Daily Wage,12200
Bihar,Patna,General,Muslim,78.47,36970,0.94,Unemployed,614
Bihar,Patna,OBC,Hindu,73.32,37857,1.02,Service,3270
Rajasthan,Ajmer,OBC,Muslim,65.65,42696,0.92,Unemployed,2740
Maharashtra,Nagpur,General,Hindu,77.39,54230,0.86,Daily Wage,1272
Rajasthan,Udaipur,OBC,Hindu,80.86,26960,1.03,Agriculture,9953
Rajasthan,Jaipur,OBC,Muslim,73.67,62572,0.93,Unemployed,11355
Rajasthan,Udaipur,OBC,Muslim,66.51,34708,0.92,Unemployed,10112
Tamil Nadu,Coimbatore,General,Muslim,78.0,20755,0.84,Agriculture,8196
Uttar Pradesh,Lucknow,General,Hindu,59.32,59254,1.12,Unemployed,8330
Uttar Pradesh,Varanasi,SC,Hindu,58.96,32467,0.96,Business,2910
Tamil Nadu,Madurai,OBC,Hindu,81.62,21089,0.97,Daily Wage,6348
Bihar,Gaya,SC,Hindu,69.75,42516,0.97,Service,13247
Bihar,Patna,OBC,Hindu,80.01,10000,1.02,Business,5700
Rajasthan,Udaipur,OBC,Hindu,63.46,10000,1.0,Daily Wage,5636
Rajasthan,Ajmer,General,Hindu,83.74,42938,1.05,Daily Wage,1045
Bihar,Bhagalpur,SC,Hindu,76.12,54723,1.11,Service,1309
Maharashtra,Mumbai,General,Hindu,77.42,46131,0.79,Service,10929
Tamil Nadu,Coimbatore,OBC,Muslim,67.54,22351,1.17,Daily Wage,14735
Rajasthan,Udaipur,SC,Hindu,58.24,36848,1.01,Business,9984
Rajasthan,Ajmer,General,Hindu,70.44,70425,0.89,Business,6741
Bihar,Bhagalpur,OBC,Hindu,71.95,23862,0.82,Unemployed,12037
Maharashtra,Pune,General,Sikh,63.88,44444,0.91,Business,7348
Uttar Pradesh,Lucknow,OBC,Hindu,63.08,13905,0.94,Agriculture,9875
Tamil Nadu,Chennai,OBC,Hindu,54.95,46400,0.96,Daily Wage,11354
Uttar Pradesh,Kanpur,ST,Hindu,45.42,30361,0.87,Unemployed,6431
Maharashtra,Pune,OBC,Hindu,73.19,55106,0.76,Business,6725
Uttar Pradesh,Lucknow,General,Hindu,71.15,42598,1.02,Daily Wage,12142
Bihar,Patna,SC,Muslim,62.13,23720,0.92,Unemployed,8818
Tamil Nadu,Madurai,SC,Hindu,52.04,51140,0.95,Business,3955
Uttar Pradesh,Varanasi,General,Hindu,89.01,44090,0.88,Unemployed,14190
Tamil Nadu,Coimbatore,OBC,Hindu,54.86,10000,0.79,Business,12438
Rajasthan,Udaipur,ST,Hindu,62.67,42630,0.79,Business,2776
Tamil Nadu,Madurai,General,Christian,78.95,37754,0.96,Daily Wage,7616
Rajasthan,Jaipur,SC,Hindu,76.12,48452,0.92,Unemployed,7963
Bihar,Bhagalpur,OBC,Christian,61.09,10000,0.88,Service,1562
Tamil Nadu,Chennai,General,Hindu,67.89,30192,0.94,Business,12290
Maharashtra,Pune,General,Hindu,70.77,41627,0.88,Business,5209
Uttar Pradesh,Kanpur,General,Hindu,71.69,51629,0.84,Service,11344
Bihar,Gaya,SC,Hindu,74.11,33521,0.95,Daily Wage,12110
Rajasthan,Ajmer,General,Hindu,77.08,48498,1.05,Agriculture,3094
Bihar,Gaya,SC,Hindu,62.87,25813,0.99,Daily Wage,11473
Tamil Nadu,Coimbatore,ST,Hindu,48.56,36628,0.95,Business,11628
Rajasthan,Ajmer,General,Muslim,67.92,43071,0.76,Unemployed,10698
Maharashtra,Mumbai,OBC,Muslim,64.51,36392,0.97,Daily Wage,12406
Maharashtra,Pune,OBC,Sikh,59.72,53985,0.86,Agriculture,635
Rajasthan,Jaipur,SC,Hindu,69.69,41407,0.89,Service,14583
Maharashtra,Pune,SC,Hindu,77.75,17095,1.04,Agriculture,2201
Maharashtra,Mumbai,OBC,Muslim,80.01,24940,1.09,Service,7460
Bihar,Patna,SC,Hindu,57.5,39330,0.98,Business,1245
Uttar Pradesh,Lucknow,General,Hindu,68.66,57162,1.03,Service,5253
Bihar,Gaya,General,Christian,52.51,64565,0.78,Daily Wage,7422
Bihar,Gaya,General,Hindu,80.33,61900,0.84,Business,4624
Bihar,Gaya,SC,Hindu,55.89,18414,0.93,Daily Wage,1552
Maharashtra,Mumbai,OBC,Christian,66.92,46694,1.08,Unemployed,10010
Maharashtra,Nagpur,OBC,Hindu,83.96,26567,0.93,Business,4557
Bihar,Patna,General,Hindu,53.17,32911,1.05,Unemployed,6117
Bihar,Bhagalpur,ST,Hindu,76.16,16484,0.89,Agriculture,13360
Maharashtra,Mumbai,OBC,Hindu,69.74,39202,0.87,Unemployed,8588
Rajasthan,Udaipur,SC,Hindu,64.24,27892,0.95,Business,6521
Rajasthan,Jaipur,OBC,Muslim,75.46,35096,0.91,Agriculture,10410
Uttar Pradesh,Varanasi,General,Muslim,68.9,43674,0.91,Daily Wage,7101
Bihar,Patna,OBC,Christian,67.41,58979,1.01,Service,12959
Bihar,Patna,SC,Hindu,57.05,45454,0.92,Unemployed,2854
Rajasthan,Jaipur,OBC,Hindu,81.73,40544,0.94,Business,3066
Bihar,Bhagalpur,SC,Muslim,64.48,11436,0.84,Business,9474
Bihar,Patna,OBC,Muslim,58.06,37144,1.12,Service,1800
Tamil Nadu,Madurai,ST,Muslim,82.31,44570,1.0,Daily Wage,13669
Tamil Nadu,Chennai,OBC,Muslim,51.99,26859,0.87,Service,8291
Bihar,Gaya,OBC,Hindu,63.79,32477,0.9,Unemployed,9057
Bihar,Bhagalpur,General,Christian,50.21,56218,0.84,Unemployed,9427
Uttar Pradesh,Varanasi,SC,Muslim,62.39,66111,0.86,Unemployed,4403
Rajasthan,Udaipur,OBC,Hindu,44.7,30709,1.06,Service,5001
Bihar,Bhagalpur,General,Hindu,89.58,26556,1.0,Agriculture,6402
Bihar,Patna,OBC,Hindu,65.35,33410,1.2,Business,5052
Bihar,Gaya,OBC,Hindu,54.97,38806,1.0,Unemployed,3830
Uttar Pradesh,Kanpur,OBC,Hindu,80.86,36469,0.98,Service,9699
Rajasthan,Udaipur,OBC,Hindu,66.08,39036,0.92,Agriculture,12574
Bihar,Patna,OBC,Hindu,76.22,29455,0.99,Service,10772
Uttar Pradesh,Lucknow,SC,Muslim,59.71,51890,0.94,Unemployed,14316
Bihar,Bhagalpur,SC,Hindu,42.27,53928,0.86,Unemployed,3417
Rajasthan,Ajmer,SC,Christian,53.46,26065,1.09,Daily Wage,12260
Maharashtra,Nagpur,General,Hindu,48.64,92066,1.06,Business,5593
Uttar Pradesh,Lucknow,General,Hindu,72.23,44176,0.98,Business,11248
Uttar Pradesh,Lucknow,SC,Christian,65.21,44678,1.01,Daily Wage,14520
Rajasthan,Ajmer,SC,Hindu,60.9,32039,0.93,Service,4701
Tamil Nadu,Madurai,General,Muslim,68.05,62006,1.01,Daily Wage,11013
Uttar Pradesh,Kanpur,SC,Muslim,30.6,44838,0.97,Unemployed,11485
Bihar,Patna,OBC,Muslim,69.81,29172,1.06,Daily Wage,14506
Tamil Nadu,Chennai,General,Muslim,79.48,33406,0.99,Agriculture,10329
Bihar,Bhagalpur,OBC,Hindu,60.28,14305,0.89,Unemployed,11960
Bihar,Gaya,SC,Muslim,68.62,49296,1.0,Daily Wage,10147
Maharashtra,Nagpur,SC,Hindu,67.25,42742,0.89,Service,2558
Uttar Pradesh,Varanasi,General,Hindu,74.32,57006,1.03,Unemployed,4861
Rajasthan,Udaipur,ST,Hindu,71.89,45624,0.99,Business,3097
Tamil Nadu,Madurai,ST,Hindu,70.7,34602,0.86,Daily Wage,9866
Bihar,Patna,OBC,Hindu,68.37,23826,0.88,Daily Wage,2894
Maharashtra,Pune,OBC,Hindu,68.55,23113,0.92,Service,4130
Maharashtra,Mumbai,General,Hindu,51.06,48199,0.95,Agriculture,12478
Maharashtra,Mumbai,General,Hindu,61.83,54888,1.04,Agriculture,10519
Tamil Nadu,Madurai,General,Hindu,53.92,33559,0.87,Business,13960
Maharashtra,Pune,SC,Muslim,50.6,47442,0.93,Unemployed,14439
Rajasthan,Ajmer,SC,Hindu,57.35,10000,1.01,Business,5094
Rajasthan,Ajmer,OBC,Hindu,57.61,35898,0.98,Agriculture,12378
Maharashtra,Pune,OBC,Hindu,83.61,15367,0.7,Business,8797
Uttar Pradesh,Lucknow,SC,Hindu,61.84,62007,1.07,Daily Wage,3368
Tamil Nadu,Coimbatore,OBC,Hindu,72.1,27625,1.03,Agriculture,6094
Tamil Nadu,Madurai,OBC,Christian,60.26,42145,1.0,Business,11501
Bihar,Gaya,SC,Hindu,70.6,76394,0.99,Business,3011
Tamil Nadu,Chennai,OBC,Hindu,64.91,34616,0.77,Business,7343
Tamil Nadu,Coimbatore,ST,Christian,53.05,28860,0.9,Business,12776
Maharashtra,Pune,OBC,Muslim,71.52,22663,1.06,Service,1234
Rajasthan,Udaipur,General,Hindu,70.0,44860,0.92,Agriculture,7090
Maharashtra,Nagpur,SC,Muslim,61.55,47376,0.86,Agriculture,11930
Maharashtra,Nagpur,General,Muslim,63.42,40444,0.82,Business,13987
Bihar,Patna,General,Hindu,61.81,37856,1.04,Agriculture,12358
Uttar Pradesh,Lucknow,SC,Muslim,62.63,37903,1.04,Agriculture,4620
Uttar Pradesh,Varanasi,SC,Hindu,58.63,40856,0.94,Agriculture,12618
Maharashtra,Mumbai,General,Hindu,72.65,36258,0.71,Service,3059
